Bank_Number,Branch_Number,National_Clearing_Code,BIC,Bank_Name,Branch_Information,City,Physical_Address1,Physical_Address2,Physical_Address3,Physical_Address4,Post_Code,Location,Country_Name,POB_Number,POB_Location1,POB_Location2,POB_Location3,POB_Post_Code,POB_Country,STD,Phone,Fax,Retail,BIC_Plus_Indicator,Latest_Status
21,4826,214826,,Westpac,Manukau City,Auckland,Manukau City Shopping Mall,Great South Road,,,,,New Zealand,Manukau City Shopping Mall,Great South Road,Auckland,,,New Zealand,(09),262-0084,262-0405,R,N,A
21,4827,214827,,Westpac,Glen Eden,Auckland,Glen Mall,Glen Eden,,,,,New Zealand,PO Box 20-194,Glen Eden,Auckland,,,New Zealand,(09),818-0045,818-0014,R,N,A
21,4828,214828,,Westpac,Ponsonby,Auckland,275 Ponsonby Road,Ponsonby,,,,,New Zealand,PO Box 47-331,Ponsonby,Auckland,,,New Zealand,(09),360-0720,360-0038,R,N,A
21,4829,214829,,Westpac,Whangarei,Whangarei,69 Cameron Street,,,,,,New Zealand,PO Box 80,Whangarei,,,,New Zealand,(09),438-2600,438-7123,R,N,A
21,4830,214830,,Westpac,Kerikeri,Kerikeri,Main Road,,,,,,New Zealand,PO Box 76,Kerikeri,,,,New Zealand,(09),407-7582,407-7482,R,N,A
21,4831,214831,,Westpac,Whangaparaoa,Whangaparaoa,Town Centre,Shop 1,,,,,New Zealand,PO Box 387,Whangaparaoa,,,,New Zealand,(09),424-4750,424-4751,R,N,A
21,4833,214833,,Westpac,Manukau Institute Of Technology,Auckland,Otara Road,"Gate 11, Block Np, Manukau 1",Manukau,,,,New Zealand,PO Box 61-133,Manukau,Auckland,,,New Zealand,(09),273-4035,273-4037,R,N,A
21,4895,214895,,Westpac,Money Market,Auckland,229 Queen Street,,,,,,New Zealand,PO Box 1550,Auckland,,,,New Zealand,(09),377-4641,309-6393,,N,A
21,4897,214897,,Westpac,Clearing Centre,Auckland,229 Queen Street,,,,,,New Zealand,PO Box 1550,Auckland,,,,New Zealand,(09),377-4641,309-6393,,N,A
21,4898,214898,,Westpac,Cashflow,Auckland,92-96 Albert Street,,,,,,New Zealand,PO Box 1550,Auckland,,,,New Zealand,(09),377-4641,309-6393,,N,A
21,4899,214899,,Westpac,Accounting Department,Auckland,92-96 Albert Street,,,,,,New Zealand,PO Box 1550,Auckland,,,,New Zealand,(09),377-4641,309-6393,,N,A
22,4000,224000,,Westpac,Wanganui,Wanganui,116 Victoria Avenue,,,,,,New Zealand,PO Box 638,Wanganui,,,,New Zealand,(06),345-8249,345-4022,R,N,A
22,4002,224002,,Westpac,Bulls,Bulls,133 Bridge Street,,,,,,New Zealand,PO Box 9,Bulls,,,,New Zealand,(06),322-1438,322-1107,R,N,A
22,4003,224003,,Westpac,Marton,Marton,Cnr Wellington Rd and High Street,,,,,,New Zealand,PO Box 122,Marton,,,,New Zealand,(06),327-8676,327-7468,R,N,A
22,4004,224004,,Westpac,Ohakune,Ohakune,16 Goldfinch Street,,,,,,New Zealand,PO Box 105,Ohakune,,,,New Zealand,(06),385-8154,385-8228,R,N,A
22,4005,224005,,Westpac,Patea,Patea,83 Egmont Street,,,,,,New Zealand,PO Box 5,Patea,,,,New Zealand,(06),273-8406,273-8319,R,N,A
22,4006,224006,,Westpac,Ohakune (Was Raetihi),Ohakune,12 Goldfinch Street,,,,,,New Zealand,PO Box 105,Ohakune,,,,New Zealand,(06),385-8154,385-8228,R,N,A
22,4007,224007,,Westpac,Taihape,Taihape,Hautapu Street. S.H.1,,,,,,New Zealand,PO Box 228,Taihape,,,,New Zealand,(06),388-0508,388-1318,R,N,A
22,4008,224008,,Westpac,Waverley,Waverley,69 Weraroa Road,,,,,,New Zealand,PO Box 85,Waverley,,,,New Zealand,(06),346-5395,346-6024,R,N,A
22,4009,224009,,Westpac,Marton (Was Hunterville),Marton,14 High Street,,,,,,New Zealand,14 High Street,Marton,,,,New Zealand,(06),327-8676,327-5056,R,N,A
22,4021,224021,,Westpac,Wicksteed Terrace,Wanganui,Suite 15. Wicksteed Terrace,,,,,,New Zealand,PO Box 4008,Wanganui,,,,New Zealand,(06),345-2107,347-1943,R,N,A
22,4022,224022,,Westpac,Wanganui East Service Centre,Wanganui,59 Moana Street,,,,,,New Zealand,PO Box 426,Wanganui,,,,New Zealand,(06),345-8249,,R,N,A
22,4023,224023,,Westpac,Aramoho Service Centre,,,,,,,,,C/- Wanganui (22-4000),,,,,New Zealand,,,,R,N,A
22,4024,224024,,Westpac,Springvale Service Centre,Wanganui,40 Fitzherbert Avenue,,,,,,New Zealand,PO Box 426,Wanganui,,,,New Zealand,(06),345-8249,,R,N,A
22,4025,224025,,Westpac,Gonville Service Centre,,,,,,,,,C/- Wanganui (22-4000),,,,,New Zealand,,,,R,N,A
22,4028,224028,,Westpac,Cashflow,Wanganui,116 Victoria Avenue,,,,,,New Zealand,PO Box 426,Wanganui,,,,New Zealand,(06),345-8249,,,N,A
22,4030,224030,,Westpac,Wanganui Regional Office,Wanganui,116 Victoria Avenue,,,,,,New Zealand,PO Box 638,Wanganui,,,,New Zealand,(06),345-8249,,,N,A
22,4031,224031,,Westpac,New Plymouth,New Plymouth,2 Devon Street East,Devon Mall,,,,,New Zealand,PO Box 143,New Plymouth,,,,New Zealand,(06),758-5383,757-8435,R,N,A
22,4032,224032,,Westpac,Hawera,Hawera,69-71 Princes Street,,,,,,New Zealand,PO Box 373,Hawera,,,,New Zealand,(06),278-6926,278-6923,R,N,A
22,4033,224033,,Westpac,Stratford,Stratford,212 Broadway,,,,,,New Zealand,PO Box 382,Stratford,,,,New Zealand,(06),765-6379,765-6914,R,N,A
22,4049,224049,,Westpac,Wanganui Regional Office,Hastings,Corner Heretaunga Street And,Railway Road,,,,,New Zealand,PO Box 348,Hastings,,,,New Zealand,(06),878-2094,,,N,A
23,3700,233700,,Westpac,Wellington,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,R,N,A
23,3701,233701,,Westpac,Wellington,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,R,N,A
23,3702,233702,,Westpac,Wellington,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,R,N,A
23,3703,233703,,Westpac,Wellington,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,R,N,A
23,3704,233704,,Westpac,Wellington,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,R,N,A
23,3712,233712,,Westpac,The Oaks,Wellington,74-76 Cuba Street,,,,,,New Zealand,PO Box 11-498,Wellington,,,,New Zealand,(04),385-0755,385-3822,R,N,A
23,3714,233714,,Westpac,Johnsonville,Wellington,88 Johnsonville Road,Johnsonville,,,,,New Zealand,PO Box 13-072,Wellington,,,,New Zealand,(04),478-4220,478-4420,R,N,A
23,3716,233716,,Westpac,Kilbirnie,Wellington,Cnr Coutts St and Onepu Road,Kilbirnie,,,,,New Zealand,PO Box 14-071,Wellington,,,,New Zealand,(04),387-9330,387-7922,R,N,A
23,3718,233718,,Westpac,Karori,Wellington,250 Karori Road,Karori,,,,,New Zealand,250 Karori Road,Karori,Wellington,,,New Zealand,(04),476-3401,476-3922,R,N,A
23,3720,233720,,Westpac,Lower Hutt,Wellington,210 High Street,Lower Hutt,,,,,New Zealand,210 High Street,Lower Hutt,Wellington,,,New Zealand,(04),566-0515,569-2903,R,N,A
23,3724,233724,,Westpac,Paremata,Paremata,The Esplanade,,,,,,New Zealand,The Esplanade,Paremata,Wellington,,,New Zealand,(04),233-8956,233-1030,R,N,A
23,3730,233730,,Westpac,Naenae,,,,,,,,,C/- Lower Hutt (25-2500),,,,,New Zealand,,,,R,N,A
23,3732,233732,,Westpac,Newtown,Wellington,160 Adelaide Road,Newtown,,,,,New Zealand,PO Box 7052,Newtown,Wellington,,,New Zealand,(04),389-9620,389-9910,R,N,A
23,3734,233734,,Westpac,Petone,Wellington,284-286 Jackson Street,Petone,,,,,New Zealand,PO Box 38-092,Petone,Wellington,,,New Zealand,(04),568-8089,568-4451,R,N,A
23,3736,233736,,Westpac,Porirua,Wellington,Cobham Court South,Porirua,,,,,New Zealand,PO Box 50-082,Porirua,Wellington,,,New Zealand,(04),237-4166,237-6944,R,N,A
23,3738,233738,,Westpac,Paraparaumu,Paraparaumu,Coastlands Parade,,,,,,New Zealand,Coastlands Shopping Town,Paraparaumu,,,,New Zealand,(04),298-6001,298-3206,R,N,A
23,3746,233746,,Westpac,Stokes Valley,Stokes Valley,Scott Court,,,,,,New Zealand,Scott Court,Stokes Valley,,,,New Zealand,(04),563-6344,563-6326,R,N,A
23,3748,233748,,Westpac,Tawa,Wellington,The Plaza,Tawa,,,,,New Zealand,The Plaza,Tawa,Wellington,,,New Zealand,(04),232-5825,232-3116,R,N,A
23,3750,233750,,Westpac,The Terrace,Wellington,45 The Terrace,,,,,,New Zealand,PO Box 10-149,The Terrace,Wellington,,,New Zealand,(04),472-1676,472-1914,R,N,A
23,3754,233754,,Westpac,Upper Hutt,Upper Hutt,152 Main Street,,,,,,New Zealand,PO Box 40-215,Upper Hutt,,,,New Zealand,(04),528-4125,528-8233,R,N,A
23,3756,233756,,Westpac,Lambton Quay,Wellington,318 Lambton Quay,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-8205,472-8444,R,N,A
23,3757,233757,,Westpac,Waikanae,Waikanae,18 Mahara Place,,,,,,New Zealand,PO Box 85,Waikanae,,,,New Zealand,(04),293-7379,293-3505,R,N,A
23,3758,233758,,Westpac,Wainuiomata,Wellington,6 Queen Street,Wainuiomata,,,,,New Zealand,PO Box 43-063,Wainuiomata,Wellington,,,New Zealand,(04),564-8063,564-8118,R,N,A
23,3760,233760,,Westpac,Willis Street,Wellington,318 Lambton Quay,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),499-2424,499-1150,R,N,A
23,3762,233762,,Westpac,Otaki,Otaki,Cnr Main and Aotaki Streets,,,,,,New Zealand,PO Box 79,Otaki,,,,New Zealand,(06),364-8794,364-6281,R,N,A
23,3765,233765,,Westpac,Molesworth Street,Wellington,101-103 Molesworth Street,,,,,,New Zealand,PO Box 12-404,Thorndon,Wellington,,,New Zealand,(04),472-6141,472-6880,R,N,A
23,3770,233770,,Westpac,International,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3772,233772,,Westpac,Money Market,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3780,233780,,Westpac,Clearing Centre,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3784,233784,,Westpac,Lending Department,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3786,233786,,Westpac,Lending Department,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3787,233787,,Westpac,Staff,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3788,233788,,Westpac,Lending Department,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3792,233792,,Westpac,Clearing Centre,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3793,233793,,Westpac,Cashflow,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3794,233794,,Westpac,Cashflow,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
23,3798,233798,,Westpac,Head Office,Wellington,8 Willis Street,,,,,,New Zealand,PO Box 2596,Wellington,,,,New Zealand,(04),472-9192,473-3984,,N,A
24,4310,244310,,ASB Bank,Hokitika,Hokitika,99 Revell Street,,,,,,New Zealand,PO Box 52,Hokitika,,,,New Zealand,(03),755-8840,,R,N,A
24,4311,244311,,ASB Bank,Training Branch,Hokitika,99 Revell Street,,,,,,New Zealand,PO Box 103,Hokitika,,,,New Zealand,(03),755-8680,,,N,A
24,4312,244312,,ASB Bank,Training Branch,Hokitika,99 Revell Street,,,,,,New Zealand,PO Box 103,Hokitika,,,,New Zealand,(03),755-8680,,,N,A
24,4315,244315,,ASB Bank,Lending Department,Hokitika,99 Revell Street,,,,,,New Zealand,PO Box 103,Hokitika,,,,New Zealand,(03),755-8680,,,N,A
24,4316,244316,,ASB Bank,Head Office,Hokitika,99 Revell Street,,,,,,New Zealand,PO Box 103,Hokitika,,,,New Zealand,(03),755-8680,,,N,A
24,4319,244319,,ASB Bank,Commercial Division,Nelson,Cnr Trafalgar and Hardy Streets,,,,,,New Zealand,PO Box 242,Nelson,,,,New Zealand,(03),546-6828,,,N,A
24,4320,244320,,ASB Bank,Greymouth,Greymouth,44 Mackay Street,,,,,,New Zealand,PO Box 328,Greymouth,,,,New Zealand,(03),768-4459,,R,N,A
24,4321,244321,,ASB Bank,High Street,Greymouth,High Street,,,,,,New Zealand,PO Box 270,Greymouth,,,,New Zealand,(03),768-4458,,R,N,A
24,4330,244330,,ASB Bank,Westport,Westport,144 Palmerston Street,,,,,,New Zealand,PO Box 107,Westport,,,,New Zealand,(03),789-7304,,R,N,A
24,4335,244335,,ASB Bank,Murchison,Murchison,Fairfax Street,,,,,,New Zealand,Fairfax Street,Murchison,,,,New Zealand,(03),523-9485,,R,N,A
24,4336,244336,,ASB Bank,Nelson,Nelson,Cnr Hardy and Trafalgar Street,,,,,,New Zealand,Cnr Hardy & Trafalgar Street,Nelson,,,,New Zealand,(03),546-6544,,R,N,A
24,4337,244337,,ASB Bank,Richmond,Nelson,221 Queen Street,Richmond,,,,,New Zealand,221 Queen Street,Richmond,Nelson,,,New Zealand,(03),544-0030,,R,N,A
24,4338,244338,,ASB Bank,Blenheim,,,,,,,,New Zealand,C/- PO Box 858,Nelson,,,,New Zealand,,,,,N,A
24,4340,244340,,ASB Bank,Reefton,Reefton,57 Broadway,,,,,,New Zealand,PO Box 11,Reefton,,,,New Zealand,(03),732-8894,,R,N,A
25,2500,252500,,ANZ Bank New Zealand,Countrywide,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2501,252501,,ANZ Bank New Zealand,Cheques Department (Central Processing),Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2502,252502,,ANZ Bank New Zealand,Cheques Department (Central Processing),Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2503,252503,,ANZ Bank New Zealand,Cheques Department (Central Processing),Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2509,252509,,ANZ Bank New Zealand,Cheques Department (Central Processing),Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2510,252510,,ANZ Bank New Zealand,Cheques Department (Central Processing),Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2520,252520,,ANZ Bank New Zealand,Cheques Department (Central Processing),Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2521,252521,,ANZ Bank New Zealand,Queenstown,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2522,252522,,ANZ Bank New Zealand,"Ward Street, Hamilton",Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2523,252523,,ANZ Bank New Zealand,Rotorua,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2524,252524,,ANZ Bank New Zealand,Tauranga,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2525,252525,,ANZ Bank New Zealand,Whakatane,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2526,252526,,ANZ Bank New Zealand,Gisborne,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2527,252527,,ANZ Bank New Zealand,Palmerston North,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2528,252528,,ANZ Bank New Zealand,New Plymouth,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2529,252529,,ANZ Bank New Zealand,Napier,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2531,252531,,ANZ Bank New Zealand,Hastings,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2532,252532,,ANZ Bank New Zealand,Wanganui,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2533,252533,,ANZ Bank New Zealand,Lower Hutt,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2534,252534,,ANZ Bank New Zealand,Upper Hutt,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2535,252535,,ANZ Bank New Zealand,Masterton,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2536,252536,,ANZ Bank New Zealand,Lambton Quay,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2537,252537,,ANZ Bank New Zealand,Manners Street,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2538,252538,,ANZ Bank New Zealand,Porirua,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2539,252539,,ANZ Bank New Zealand,Johnsonville,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2540,252540,,ANZ Bank New Zealand,Nelson,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2541,252541,,ANZ Bank New Zealand,Blenheim,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2542,252542,,ANZ Bank New Zealand,Christchurch,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2543,252543,,ANZ Bank New Zealand,Sydenham,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2544,252544,,ANZ Bank New Zealand,Armagh Street,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2545,252545,,ANZ Bank New Zealand,Riccarton,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2546,252546,,ANZ Bank New Zealand,Papanui,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2547,252547,,ANZ Bank New Zealand,Timaru,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2548,252548,,ANZ Bank New Zealand,Dunedin,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2549,252549,,ANZ Bank New Zealand,Invercargill,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2550,252550,,ANZ Bank New Zealand,FX Christchurch,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2551,252551,,ANZ Bank New Zealand,FX Wellington,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2552,252552,,ANZ Bank New Zealand,Merivale,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2553,252553,,ANZ Bank New Zealand,Oamaru,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2554,252554,,ANZ Bank New Zealand,Ashburton,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2555,252555,,ANZ Bank New Zealand,Hornby,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2556,252556,,ANZ Bank New Zealand,Linwood City,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2557,252557,,ANZ Bank New Zealand,Shirley,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2558,252558,,ANZ Bank New Zealand,Richmond,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2559,252559,,ANZ Bank New Zealand,Lambton Quay North,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2560,252560,,ANZ Bank New Zealand,Feilding,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2561,252561,,ANZ Bank New Zealand,Levin,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2562,252562,,ANZ Bank New Zealand,Palmerston North Money Shop,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,,N,A
25,2563,252563,,ANZ Bank New Zealand,Tokoroa,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2564,252564,,ANZ Bank New Zealand,Te Awamutu,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2565,252565,,ANZ Bank New Zealand,Taupo,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2566,252566,,ANZ Bank New Zealand,Kawerau,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2567,252567,,ANZ Bank New Zealand,Mt Maunganui,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2568,252568,,ANZ Bank New Zealand,"Victoria Street, Hamilton",Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2569,252569,,ANZ Bank New Zealand,Frankton,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
25,2570,252570,,ANZ Bank New Zealand,Cambridge,Wellington,170-186 Featherston Street,,,,,,New Zealand,PO Box 146,,,,,New Zealand,(04),0800 269 296,495-2576,R,N,A
27,3801,273801,,Westpac,Head Office,Wellington,125 The Terrace,Trust Bank Centre,,,,,New Zealand,PO Box 2260,Wellington,,,,New Zealand,(04),473-2807,471-1981,,N,A
27,3802,273802,,Westpac,International Division,Wellington,125 The Terrace,,,,,,New Zealand,PO Box 2260,Wellington,,,,New Zealand,(04),473-2807,471-1981,,N,A
27,3803,273803,,Westpac,Card Services Division,Christchurch,151 Kilmore Street,,,,,,New Zealand,PO Box 4314,Christchurch,,,,New Zealand,(03),366-6736,471-1981,,N,A
27,3805,273805,,Westpac,TBNZ Payments,Wellington,125 The Terrace,Trust Bank Centre,,,,,New Zealand,PO Box 3949,Wellington,,,,New Zealand,(04),473-2808,471-1981,,N,A
27,3816,273816,,Westpac,Southern Support Centre - Christchurch,Christchurch,Canterbury Centre,Cnr Cashel And High Str,,,,,New Zealand,PO Box 203,Christchurch,,,,New Zealand,(03),379-8560,371-6245,,N,A
27,3817,273817,,Westpac,Central Support Centre - Wellington,Wellington,125 The Terrace,,,,,,New Zealand,PO Box 2260,Wellington,,,,New Zealand,(04),473-2807,471-1981,,N,A
27,3818,273818,,Westpac,Northern Support Centre - Hamilton,Hamilton,286 Victoria Street,,,,,,New Zealand,PO Box 230,Hamilton,,,,New Zealand,(07),834-9800,839-1080,,N,A
27,3820,273820,,Westpac,Southern Teleservicing Centre,Christchurch,Canterbury Centre,Cnr Cashel And High Str,,,,,New Zealand,PO Box 203,Christchurch,,,,New Zealand,(03),374-0791,374-0799,,N,A
27,3821,273821,,Westpac,Hamilton Clearing Centre,Hamilton,286 Victoria Street,Riverbank Building,,,,,New Zealand,PO Box 230,Hamilton,,,,New Zealand,(07),834-9751,839-1080,,N,A
27,3822,273822,,Westpac,Northern Teleservicing Centre,Auckland,691 Manukau Road,Royal Oak,,,,,New Zealand,PO Box 24-357,Royal Oak,Auckland,,,New Zealand,(09),625-0591,625-0599,,Y,A
27,3823,273823,,Westpac,Christchurch Clearing Centre,Christchurch,Canterbury Centre,L 1,,,,,New Zealand,PO Box 203,Christchurch,,,,New Zealand,(03),371-6199,379-5734,,Y,A
27,3824,273824,,Westpac,Invercargill Clearing Centre,Invercargill,25 Don Street,,,,,,New Zealand,PO Box 904,Invercargill,,,,New Zealand,(03),214-9609,218-8746,,Y,A
27,3825,273825,,Westpac,Auckland Clearing Centre,Auckland,229 Queen Street,Level 8,,,,,New Zealand,PO Box 1550,Auckland,,,,New Zealand,(09),377-4641,309-6393,,Y,A
27,3826,273826,,Westpac,Palmerston North Clearing Centre,Palmerston North,109 Princess Street,,,,,,New Zealand,109 Princess Street,Palmerston North,,,,New Zealand,(06),359-0646,,,Y,A
